ID                                   ** (proposta/lei/ano emissão alvará aprovação) **,PROPOSTA,PROCESSO Nº,PROCESSO MODIFICATIVO,COORDENADA E,COORDENADA N,SETOR,QUADRA,LOTE (CADASTRADO NO ALVARÁ DE APROVAÇÃO),LOTE ATUALIZADO / CONDOMÍNIO,COD LOG,"ENDEREÇO - TIPO (RUA, AVENIDA, ESTRADA, etc)","ENDEREÇO - TÍTULO (DR, DEPUTADO, CORONEL, etc)",ENDEREÇO - NOME,ENDEREÇO - NÚMERO,"ENDEREÇO 2- TIPO (RUA, AVENIDA, ESTRADA, etc)","ENDEREÇO 2 - TÍTULO (DR, DEPUTADO, CORONEL, etc)",ENDEREÇO - NOME,ENDEREÇO - NÚMERO,PROPRIETÁRIO OU INTERESSADO,DISTRITO,SUBPREFEITURA,MACROZONA,MACROÁREA,SUBSETOR,ZONA DE USO 1 - 18.081/24,ZONA DE USO 2 - 17.975/23,ZONA DE USO 3 - 16.402/16,ZONA DE USO 4 - 16.050/14,ZONA DE USO 5 - 13.885/04,Tipologia de Uso Incidente de OODC,R,,,nR,,,,,Fp - USO R,Fp - USO nR,Fs - USO R,Fs - USO nR,USO R - ÁREA OBJETO DE OUTORGA (m²),USO NR - ÁREA OBJETO DE OUTORGA (m²),ÁREA TOTAL OBJETO DE OUTORGA (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL - INCENTIVO nR  (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL - FACHADA ATIVA (m²),% FACHADA ATIVA EM RELAÇÃO ÁREA NÃO COMPUTÁVEL,ÁREA COMPUTÁVEL TOTAL (m²),ÁREA CONSTRUÍDA TOTAL (m²),USO R - VALOR DA CONTRAPARTIDA (R$),USO nR - VALOR DA CONTRAPARTIDA (R$),VALOR TOTAL DA CONTRAPARTIDA (R$),REAPROVEITAMENTO DE OODC,C. A.       BÁSICO,C. A. UTILIZADO,ÁREA TERRENO (menor área),VALOR M² (Q 14),ÁREA AVERBADA PARA FRUIÇÃO PÚBLICA (m²),ÁREA DE DOAÇÃO PARA MELHORAMENTO PÚBLICO (m²),ÁREA DE DOAÇÃO DE CALÇADA (m²),"COTA PARTE MÁXIMA DE TERRENO POR UNIDADE
Art. 79 §§ 9º 10º (m²)",ÁREA DE TRANSFERÊNCIA (m²),ÁREA À DESTINAR PARA HABITAÇÃO SOCIAL (m²),INCIDÊNCIA DE COTA DE SOLIDARIEDADE,COTA DE SOLIDARIEDADE OPCIONAL OU OBRIGATÓRIA,SITUAÇÃO DO PGTO OODC,ORIGEM,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,DATA INFORMAÇÃO DMUS,DATA
,,,,Coordenada plana x ,Coordenada plana y,,,,,,ENDEREÇO 1,,,,ENDEREÇO 2,,,,,,,,,,,,,,,,SUBCATEGORIA DE USO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALVARÁ DE APROVAÇÃO / APROVAÇÃO E EXECUÇÃO                                                         (APOSTILAMENTOS E/OU MODIFICATIVOS),,,ALVARÁ DE EXECUÇÃO                                                                                                     (APOSTILAMENTOS E/OU MODIFICATIVOS),,,CERTIFICADO DE CONCLUSÃO,,,,
2218/16050/2023,2218,1020.2022/0022655-0,,330013.72531917,7393093.4412085,014,009,0009-3/0011-5/0049-2/0211-8/0212-6,-,024970,RUA,-,AUGUSTA,"2541,2549,2551,2559,2565,2575",-,-,-,-,TLR EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,JARDIM PAULISTA,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZC,ZC,-,R,R2v-2,-,-,nR2-3,-,-,-,-,"0,7",-,"0,8/0,9/1,0",-,-,-,1776.63,7171.7,710.74,888.51,0.12389112762664362,3553.72,10725.42,-,-,7155438.3600000003,NÃO,1,"1,9997",1777.09,12261.88,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,22995-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45184,,,,,,,45555,2024
2219/16050/2024,2219,1020.2021/0018720-0,,349264.15517528,7392833.7629113,147,349,0015-8,-,339768,AVENIDA,-,UBIRAJARA VIANNA,"LOTE 24, QUADRA 6",-,-,-,-,DANIEL & LIMA CONSTRUÇÕES E INCORPORAÇÃO SPE LTDA,CIDADE LÍDER,ITAQUERA,PROTEÇÃO E RECUPERAÇÃO AMBIENTAL,CONTROLE E QUALIFICAÇÃO URBANA E AMBIENTAL,NA,-,-,ZMa,ZMa,-,R,-,E-HMP,-,-,-,-,-,-,"1,0",-,"0,4",-,-,-,21.81,283.37,-,-,-%,272.76,556.13,-,-,6913.97,NÃO,1,"1,0869",250.95,861.4,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,8818-21-SP-ALV,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45488,,,,,,,45558,2024
2220/16050/2023,2220,1020.2022/0020597-9,,332623.78551718,7387936.6072425,045,101,0060-4/0061-2/0071-1/0072-8/0089-2/0090-6/0091-4/0092-2,-,103136,RUA,COMENDADOR,JOÃO GABRIEL,"127, 131, 133, 143, 149, 151, 157, 169",-,-,-,-,MF7 JOÃO GABRIEL INCORPORADORA SPE LTDA,SAÚDE,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-2,-,-,-,-,-,-,-,"0,7",-,"0,8/0,9/1,0",-,-,-,4574.63,7004.66,1175.08,80.790000000000006,1.1533750389026735E-2,6349.23,13353.89,-,-,1998067.6,NÃO,1,"3,9998",1587.37,2741.76,-,-,62.41,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,20745-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45210,,,,,,,45558,2024
2221/17975/2024,2221,1020.2023/0020826-0,,330264.94555975,7392360.4167406,014,056,0002-0,-,154296,RUA,-,PARAGUAI,21,-,-,-,-,NR09 EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,JARDIM PAULISTA,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-1,-,-,nR1-3,nR1-12,-,-,-,"0,7",-,"1,0/0,8",-,-,-,847.35,1027.8599999999999,221.31,109.05,0.10609421516548947,1129.8,2157.66,-,-,1729390.39,NÃO,1,"4,0000",282.45,12223.85,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,33391-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45497,,,,,,,45559,2024
2222/16050/2023,2222,1020.2022/0022194-0,,332584.2012196,7393796.9998205,033,001,0028-3/0129-8/0132-8/0134-4/0135-2,-,121657,RUA,CONDESSA,DE SÃO JOAQUIM | DOS BORORÓS,"323, 335 | 60, 74, 86, 88",AVENIDA,BRIGADEIRO,LUÍS ANTÔNIO,"865, 877, 881, 889",COLINA DOURADA DESENVOLVIMENTO IMOBILIÁRIO SPE LTDA,BELA VISTA,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-2,E-HMP,-,nR1-3,nR1-12,nR2-3,-,-,"0,7",-,"0,4/0,8",-,-,-,14051.86,15222.5,2907.57,1665.87,0.10943471834455575,18133.07,33355.57,-,-,7062627.04,NÃO,1,"4,9900",3632.37,7483.08,-,-,112.21,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,22643-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45201,,,,,,,45561,2024
2223/16050/2023,2223,1020.2023/0007431-0,,330185.75349656,7388508.1957653,041,143,0042-2/0336-7/0337-5/0342-1/0343-1/0344-8/0512-2/0514-9/0517-3,-,089443,AVENIDA,-,MACUCO,"655, 685, 697, 703, 707, 713, 715",AVENIDA,-,IBIRAPUERA,"2454 - 2458, 2468, 2480 - 2490",TURRIALBA EMPREENDIMENTO IMOBILIÁRIO LTDA,MOEMA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-3,-,-,nR1-3,nR1-12,nR1-15,-,-,"0,7",-,"0,8/1,0",-,-,-,11846.01,23243.32,3359.98,1977.59,8.5082079496388643E-2,16800,40043.32,-,-,14095571.66,NÃO,1,"4,0000",4200,7141.43,-,-,251.33,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,26818-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45254,,,,,,,45562,2024
2224/17975/2023,2224,1020.2023/0010752-9,,336729.5617485,7393637.4105028,028,029,0186-9,-,153044,AVENIDA,-,PAES DE BARROS,477,-,-,-,-,MERITO DESENVOLVIMENTO IMOBILIARIO I FII - FUNDO DE INVESTIMENTO IMOBILIARIO,MOOCA,MOOCA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,ZEU,ZEU,-,-,R,R2v-1,E-HMP,-,nR1-3,nR1-12,-,-,-,"0,6",-,"0,4/0,8",-,-,-,4432.87,4492.55,926.4,260.58999999999997,5.8004919255211396E-2,5541.12,10033.67,-,-,887066.07,NÃO,1,"4,9999",1108.25,3640.33,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,29595-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45257,,,,,,,45569,2024
2225/17975/2024,2225,1020.2023/0020541-5,,326735.07152841,7397075.8218715,023,063,0001-1/0003-8/0004-6/0005-4/0006-2/0047-1/0048-8/0049-6/0050-1/0058-5/0116-6,-,068586,RUA,-,ESPÁRTACO,"544, 566, 574, 576, 584",RUA,-,FABIA,"615, 621, CS1, CS2, 627, 635, S/N",RESIDENCIAL MONTE CARLO INCORPORAÇÃO IMOBILIÁRIA - SPE LTDA,LAPA,LAPA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,ARCO TIETÊ,-,ZC,ZC,-,-,R,R2v-2,-,-,nR1-3,nR1-12,-,-,-,"1,2",-,"1,0",-,-,-,2393.12,8006.34,879.54,255.89,3.1960920970131167E-2,4786.9399999999996,12793.28,-,-,3654613.2,NÃO,1,"1,9997",2393.8200000000002,2544.85,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,33752-23-SP-ALV,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45510,,,,,,,45569,2024
2226/16050/2023,2226,1020.2022/0022588-0,,332027.64814621,7392183.5788803,036,014,0047-2/0050-2/0056-1/0058-1/0089-8/0120-7/0121-5/0122-3/0123-1/0124-1,0759-0,177911,ALAMEDA,-,SANTOS,"23, 33, 51 (APTO 2 - 6), 53, 59, 61, 65, 73, 77, 79",-,-,-,-,ATALIA EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R/nR,R2v-2,-,-,nR1-6,nR2-1,nR2-11,-,-,"0,7","1,3","0,8/1,0","1,0",3088.06,1423.99,4512.05,16927.060000000001,2303.7800000000002,1356.5,8.0137956620937117E-2,11568.27,28495.33,5391596.7400000002,4735075.54,10126672.279999999,NÃO,1,"3,9995",2892.42,10230.19,270.83999999999997,-,178.18,-,3223.07,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,22999-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45210,,,,,,,45572,2024
2227/16050/2023,2227,1020.2020/0015980-9,,333080.5188488,7386267.4111034,047,097,0031-1/0032-1/0509-7,-,137421,RUA,-,MAURÍCIO DE LACERDA,"303, 311-315, 437-441",-,-,-,-,GOLANI SAÚDE EMPREENDIMENTO IMOBILIÁRIO LTDA,SAÚDE,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-2,-,-,-,-,-,-,-,"0,7",-,"0,8/0,9/1,0",-,-,-,3372.79,4400.8999999999996,-,-,-%,4982.32,9383.2199999999993,-,-,1053432.3400000001,NÃO,1,"3,9800",1251.8399999999999,1907.45,-,-,119.23,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,775-20-SP-SAO,APROVAÇÃO DE EDIFICAÇÃO NOVA,45208,,,,,,,45575,2024
2228/16050/2023,2228,6068.2022/0009813-2,,338149.34100097,7391591.1147446,100,109,0003-8/0004-6/0005-4/0006-2/0007-0/0008-9,-,048470,RUA,-,CHAMANTA,777,-,-,-,-,TIBÉRIO INCORPORAÇÕES E PARTICIPAÇÕES 102 LTDA,VILA PRUDENTE,VILA PRUDENTE,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZEU,EETU,-,R,R2v-1,E-HMP,-,nR1-3,nR1-12,-,-,-,"0,6",-,"0,4/0,8",-,-,-,7075.87,7471.61,1726.42,405.12,5.4221245487920275E-2,8848.35,16319.96,-,-,882708.57,NÃO,1,"4,9921",1772.48,2541.48,-,-,-,-,-,-,NÃO,-,QUITADO,SEI,"2023/03618-01
",APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45503,,,,,,,45575,2024
2229/16050/2023,2229,1020.2022/0011684-4,,332869.48968339,7390748.2545088,037,040,0003-5/0143-0/0144-9/0145-7/0146-5/0147-3/0152-1,-,060135,RUA,-,FRANÇA PINTO,"64,70",RUA,-,DOMINGOS DE MORAIS,"930, 944, 954, 964, 976",HESA 193 - INVESTIMENTOS IMOBILIÁRIOS LTDA|HBR 64 - INVESTIMENTOS IMOBILIÁRIOS LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R/nR,R2v-3,-,-,nR1-6,nR1-12,nR2-2,-,-,"0,7","1,3","0,8/1,0","1,0",10321.83,176.17,10498,19080.03,2997.32,1750.22,9.1730463736168139E-2,15020.52,34100.550000000003,10844827.17,362037.23,11206864.4,NÃO,1,"3,9989",3756.14,6321.04,-,-,255.46,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,14750-22-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45224,,,,,,,45576,2024
2230/16050/2024,2230,1020.2023/0024834-3,,329389.84351619,7387343.2572061,086,068,0006-6/0007-4/0008-2/0009-0/0010-4,-,159867,RUA,-,CONSTANTINO DE SOUSA,"296, 308, 330",RUA,-,OTÁVIO TARQUÍNIO DE SOUSA ,"454, 1269",MAC 71 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,CAMPO BELO,SANTO AMARO,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-2,-,-,-,-,-,-,-,"0,7",-,"0,8",-,-,-,5934.95,7986.94,-,-,-%,8799.7199999999993,16786.66,-,-,3393774.12,NÃO,1,"3,9999",2200,4084.36,-,-,221.59,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,35141-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45435,,,,,,,45579,2024
2230/17975/2023,2231,1020.2023/0027403-4,,330640.24915851,7393279.0622373,010,080,0006-1/0007-8/0649-1,-,100048,ALAMEDA,,JAÚ,"1200,1208",ALAMEDA,MINISTRO,ROCHA AZEVEDO ,413 até 419,MINISTRO JAU CLÍNICA HOSPITALAR SPE LTDA,JARDIM PAULISTA,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,nR,-,-,-,nR1-4,nR2-5,-,-,-,-,"1,3",-,"1,0",-,-,3033.39,4035.37,-,505.24,0.12520289341497806,4044.52,8079.89,-,-,11848025.49,NÃO,1,"4,0000",1011.13,12018.06,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,34826-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45474,,,,,,,45579,2024
2232/16050/2023,2232,1020.2023/0011533-5,,329126.89064244,7390996.6563209,016,091,0001-8/0002-6/0003-4/0004-2/0049-2/0052-2/0053-0/0054-9/0055-7/0281-9,-,185523,RUA,DOUTOR,RENATO PAES DE BARROS,"410, 412-418, 428, 430, 440, 446 ",RUA,-,TABAPUÃ,"378, 390, 398, 406",ATRIAX EMPREENDIMENTOS IMOBILIÁRIOS LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZC,ZC,-,R,R2v-2,-,-,-,-,-,-,-,"0,7",-,"1,0",-,-,-,2095.59,6026.45,-,-,-%,4194.75,10221.200000000001,-,-,5914583.7800000003,NÃO,1,"1,9982",2099.16,8057.13,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,28566-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45222,,,,,,,45580,2024
2233/16050/2023,2233,1010.2023/0008128-2,,330550.66987443,7396430.9632404,020,061,0016-5,-,036749,RUA,CONSELHEIRO,BROTERO,832,-,-,-,-,TGSP-74  EMPREENDIMENTOS IMOBILIÁRIOS LTDA,SANTA CECÍLIA,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-3,-,-,nR1-3,nR1-6,-,-,-,"0,7",-,"0,8/1,0",-,-,-,5994.45,9595.94,1626.95,463.27,4.8277709114479664E-2,8134.79,17730.73,-,-,6890454.7300000004,NÃO,1,"3,9997",2033.84,7098.59,-,-,35.5,-,-,-,NÃO,-,QUITADO,SEI,2023/07977-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45266,,,,,,,45579,2024
2234/16050/2024,2234,1010.2019/0001863-0,,334250.20483517,7400745.1351311,069,205,0543-6/1425-7,-,109142,RUA,DOUTOR,ZUQUIM,83,RUA,-,JOSE DEBIEUX / R BOCAJA / TV ALCERI MARIA GOMES DA SILVE,00 / 00 / 00,MRM EMPREENDIMENTOS LTDA,SANTANA,SANTANA/TUCURUVI,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZC,ZC,-,nR,-,-,-,nR1-1,nR1-2,nR1-5,nR2-3,nR3-2,-,"0,5",-,"1,0",-,-,4797.5,26093.23,-,360.69,1.3823125768638072E-2,21551.200000000001,47644.43,-,-,4328967.4000000004,NÃO,1,"1,3397",16086.22,2417.7800000000002,-,-,667.48,-,-,-,SIM,OBRIGATÓRIO,QUITADO,SEI,2024/04897-00,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45526,,,,,,,45579,2024
2235/16050/2024,2235,1020.2023/0019092-2,,333948.6954151,7400120.1223753,073,020,0016-6/0073-5/0186-3,-,198846,RUA,-,VOLUNTÁRIOS DA PÁTRIA,"2213 - 2219, 2221, 2225, 2229",RUA,-,ALFREDO PUJOL,91,SMART MIX SANTANA EMPREENDIMENTOS SPE LTDA,SANTANA,SANTANA/TUCURUVI,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,ARCO TIETÊ,-,-,ZEM,ZEM,-,R,-,E-HMP,HIS - 2,nR1-6,nR2-2,-,-,-,2,-,"0,0/0,4",-,-,-,8288.7999999999993,8914.5499999999993,2068.9499999999998,1044.25,0.11713995658782553,10387,19301.55,-,-,4057352.27,NÃO,1,"4,9504",2098.1999999999998,3546.08,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,33202-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45350,,,,,,,45582,2024
2236/17975/2024,2236,1020.2023/0015776-3,,322354.88083823,7388476.3099655,123,027,0125-8/0131-2,-,117781,RUA,-,OSIRIS MAGALHÃES DE ALMEIDA,384,-,-,-,-,ABIATAR EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,VILA SÔNIA,BUTANTÂ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,ZM,ZM,-,-,R,-,HMP,HIS - 2,-,-,-,-,-,"0,6",-,"0,0/0,4",-,-,-,1234.1600000000001,3053.9,-,-,-%,3236.11,6290.01,-,-,209494.62,NÃO,1,"1,6200",2001.95,1557.5,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,31762-23-SP-ALV,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45527,,,,,,,45586,2024
2237/16050/2024,2237,1020.2022/0017518-2,,328226.97423758,7391059.6732571,016,054,0010-6/0011-4/0060-2/0061-0/0062-9,-,010278,RUA,-,JERÔNIMO DA VEIGA,"436, 446",RUA,-,AMAURI,"319, 327, 337",TF 61 EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R/nR,R2v-1,-,-,nR1-3,nR1-6,,,,"0,7","1,3","0,8","1,0",96.36,3202.92,3299.28,6543.53,939.66,587.29,8.9751250471840127E-2,4698.32,11241.85,102093.22,7878721.9100000001,7980815.1299999999,NÃO,1,"4,0000",1174.58,7568.76,-,-,74.819999999999993,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,19834-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45191,,,,,,,45586,2024
2238/17975/2024,2238,1010.2023/0006305-5,,329279.44779002,7383819.5864907,090,169,0002-0/0003-9/0004-7/0005-5/0010-1/0011-1/0012-8/0013-6/0014-4/0015-2/0016-0,-,044997,RUA,DOUTOR,GENTIL LEITE MARTINS,278,-,-,-,-,DIALOGO ENGENHARIA E CONSTRUÇÃO S.A,CIDADE ADEMAR,SANTO AMARO,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,AVENIDA CUPECÊ,-,ZEU,ZEU,-,-,R,R2v-4,HMP,HIS - 2,nR1-3,-,-,-,-,"0,3",-,"0,4/0,8/1,0",-,-,-,22889.71,22845.87,-,336.51,1.4729576943228689E-2,29434.33,52280.2,-,-,1950867,NÃO,1,"5,7982",5076.4799999999996,2042.18,-,-,489.38,-,-,2943.43,SIM,OBRIGATÓRIO,QUITADO,SEI,2024/04076-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45498,,,,,,,45589,2024
2239/16050/2024,2239,1020.2023/0024689-8,,338406.15464085,7393929.1565953,031,075,0283-9,-,101800,RUA,-,SALVADOR FIORDELISIO,222,-,-,-,-,GRATHOS CK INCORPORAÇÃO CONSTRUÇÃO E ADMINISTRAÇÃO DE BENS LTDA,ÁGUA RASA,MOOCA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZC,ZC,-,R,R2h-3,-,-,-,-,-,-,-,"0,6",-,"1,0",-,-,-,209.14,304.52999999999997,-,-,-%,709.14,1013.67,-,-,208542.79,NÃO,1,"1,4183",500,2357.0500000000002,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,35293-23-SP-ALV,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45540,,,,,,,45588,2024
2240/17975/2024,2240,1010.2023/0006316-0,,337823.47203816,7395624.8306974,029,032,0012-2/0013-0/0014-9/0015-7/0017-3/0018-1/0019-1/0020-3/0021-1/0022-1/0023-8/0030-0/0031-9/0032-7/0049-1/0050-5/0051-3,-,009067,AVENIDA,-,ÁLVARO RAMOS,374,-,-,-,-,ÁLVARO RAMOS DIÁLOGO EMPREENDEIMENTOS IMOBILÁRIOS SPE LTDA,BELÉM,MOOCA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,ARCO LESTE,-,ZEU,ZEU,-,-,R,R2v-3,HMP,HIS - 2,nR1-3,-,-,-,-,"0,3",-,"0,4/0,8/1,0",-,-,-,15397.01,15723.73,-,326.44,2.0760977198158451E-2,19333.830000000002,35057.56,-,-,1967998.36,NÃO,1,"5,6341",3431.56,2908.08,-,-,168.42,-,-,1933.38,SIM,OPCIONAL,QUITADO,SEI,2024/04004-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45492,,,,,,,45594,2024
2241/17975/2024,2241,1010.2023/0008796-5,,326914.45007592,7395271.274934,081,320,0026-9,-,112666,RUA,-,JUATUBA,86,-,-,-,-,JUATUBA 86 SPE LTDA,ALTO DE PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZM,ZM,-,-,R,R2v-1,-,-,nR1-6,-,-,-,-,"0,7",-,"0,8/1,0",-,-,-,325.86,744.63,-,20.72,2.7825900111464751E-2,652.12,1396.75,-,-,334840.11,NÃO,1,"1,9988",326.26,2963.18,-,-,-,-,-,-,NÃO,-,QUITADO,SEI,2024/03774-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45478,,,,,,,45596,2024
2242/17975/2024,2242,1020.2023/0016674-6,,329616.50149011,7389751.2489275,041,008,0018-5/0019-3,-,160784,PRAÇA,-,PEREIRA COUTINHO,"176,182",-,-,-,-,PRAÇA PEREIRA COUTINHO EMPREENDIMENTO IMOBILIÁRIO LTDA,MOEMA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZM,ZM,-,-,R,R2v-1,-,-,-,-,-,-,-,"0,7",-,"1,0",-,-,-,918.12,2217.37,-,-,-%,1574.12,3791.49,-,-,522725.21,SIM,1,"2,3996",656,8773.73,-,-,-,-,-,-,SIM,OPCIONAL,ARRECADADO AD / REAPROVEITAMENTO,APROVA DIGITAL,31996-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45525,45201-24-SP-ALV,EXECUÇÃO DE EDIFICAÇÃO NOVA,45562,,,,45839,2025
